case_id,slide_id,label,stem-like,diff,immune,neuron,glia,endothelial,GN,lymphoid_cells,MES_ATYP,MES_TYP,myeloid_cells,RTK_I,RTK_II
204097740063_R01C01,Y216_SI-20-2949_20x_XR---2020-07-13-10.53.43,RTK2,0,0.367603658,0.442650832,0.063699346,0.126046164,0,0,0,0.060723154,0.276560652,0.186697833,0,0.476018361
204097740063_R02C01,Y217_ST-20-2985_20x_XR - 2020-07-08 12.33.57,RTK2,0.552032942,0.207766407,0.027336719,0.162493295,0.050370638,0.016672286,0.150002677,0,0.039106603,0.078994891,0,0.64576651,0.069457034
204097740103_R01C01,Y130_ST-20-2672_20x_S60,RTK1,0.06975643,0.290584024,0.381867442,0.035088217,0.222703888,0,0.019187711,0,0.101559143,0.450944021,0.101695599,0.063390762,0.263222763
204097740103_R02C01,Y131_ST-20-2673_20x_S60,RTK1,0.040972945,0.626130619,0.085196342,0.078624208,0.169075886,0,0,0.007321982,0,0,0,0,0.992678018
204097740103_R03C01,Y132_ST-20-2630_20x_S60,RTK2,0.327363442,0.421808253,0,0.222887795,0.027940511,0,0.246289255,0,0.00895174,0,0,0.370554657,0.374204348
204237150008_R05C01,Y455_ST-20-3520_20x_S60,RTK2,0.036272092,0.28341622,0.421890445,0.092540541,0.165880701,0.00162698,0.010088005,0.022725968,0.406445203,0.222482216,0.07500183,0,0.261629798
204237150064_R01C01,Y700_ST-20-4072_20X,mesenchymal,0.587383783,0.041375807,0.103444257,0.039478691,0.228317463,0,0.038968849,0.024820032,0,0.088062344,0,0.798591595,0.049557179
204237150064_R05C01,Y704_ST-20-4109_20X,mesenchymal,0.060716177,0.258554614,0.61798974,0.06273947,0,0.001495509,0,0.035610781,0.565359188,0.2471115,0.109473288,0.040949733,0
204237150064_R06C01,Y705_ST-20-4085_B1_20X,mesenchymal,0.114848618,0.537870419,0.15802395,0.056455732,0.132801282,0.008242541,0,0.022126669,0,0.150607571,0.003696982,0.019487671,0.795838566
204295600156_R03C01,Y867_ST-20-4513,mesenchymal,0.668878075,0.22063463,0,0.026638234,0.083849061,0,0.016886106,0,0,0,0,0.586971933,0.396141961
204295600156_R04C01,Y868_ST-20-4416,RTK1,0.005943501,0.400219463,0.305066294,0.07883532,0.209935422,0.040112103,0,0.031932647,0.048621307,0.41230094,0,0,0.467033002
204295600167_R07C01,Y795_ST-20-4320,RTK2,0.3293652,0.547295127,0.048526912,0.07481276,0,0,0,0.014580937,0,0,0,0.298145267,0.687273796
204296590015_R04C01,Y854_ST-20-4514_A-1,mesenchymal,0.308004227,0.398277222,0,0.062846143,0.230872409,0,0.017238964,2.76E-05,0,0.044978363,0,0.126493144,0.811261934
204296590015_R06C01,Y896_ST-20-4629_A1,mesenchymal,0.59815598,0.089792216,0.076816596,0.034745165,0.200490043,0,0.033950626,0.015069954,0,0,0.021254064,0.845673576,0.08405178
204297420026_R04C01,Z117_ST-20-5139_A1,RTK1,0.23473657,0.070358838,0.595469575,0.032467052,0.066967966,0,0,0,0.089787834,0.294309343,0.301279177,0.314623647,0
204297420026_R08C01,Z099_SS-20-5127_A2,RTK1,0.273582819,0.450105792,0.144968536,0.07031111,0.061031743,0,0,0,0.046317064,0.032810106,0,0.194524941,0.726347889
204297420050_R01C01,Z100_SS-20-5005_A1,mesenchymal,0.610185926,0.066606235,0.007289848,0.06072579,0.2551922,0,0.057833436,0.007671031,0,0,0,0.826369074,0.108126459
204297420098_R05C01,Y640_SS-20-3950_20x_S60,RTK1,0.102607631,0.529739061,0.164091337,0.085836362,0.117725608,0,0,0.008844647,0.008826487,0.039124514,0.025911549,0,0.917292802
204305120005_R01C01,Y963_SI-20-4659_B-6,RTK2,0.21948132,0.17432116,0.475057366,0.041440241,0.089699913,0,0,0,0.064483047,0.311115176,0.254181318,0.250873852,0.119346607
204305120005_R05C01,Y973_ST-20-4719_A1,mesenchymal,0.562415794,0.154542018,0.061280333,0.087504632,0.134257223,0,0.006577221,0.003084537,0,0,0.023618017,0.581399938,0.385320287
204305120037_R08C01,Y499_ST-20-3519_20x_S60_2,RTK2,0.015293164,0.375140837,0.205640681,0.09596027,0.307965048,0,0.029048512,0,0,0.502081656,0,0.0159551,0.452914732
204305120043_R08C01,Z006_SS-20-4991_A1,mesenchymal,0,0.499655462,0.204845061,0.089457505,0.206041973,0.025633802,0.031598012,0.015604461,0.03450791,0.140347776,0.004219856,0,0.748088183
204305120060_R02C01,Y597_ST-20-3780_20x_S60,mesenchymal,0.035747438,0.254740013,0.11395114,0.080472011,0.515089398,0.017050411,0.254529457,0,0,0.324946155,0,0.076140307,0.32733367
204316900051_R06C01,Z063_ST-20-4984_A1,RTK2,0.141483577,0.204306589,0.518692246,0.074238844,0.061278743,0,0.006537631,0,0.751854915,0.083268546,0.148226468,0.01011244,0
204425710029_R02C01,Z170_ST-20-5179_A1,RTK2,0.367511164,0.211036683,0.080999199,0.042866302,0.297586653,0.008660716,0.044586564,0,0,0.11284601,0.007995935,0.539966381,0.285944394
204425710029_R07C01,Z218_ST-20-5314_A1,RTK2,0.731781836,0.081591861,0.016788488,0.022035824,0.14780199,0,0.050527192,0.009423377,0.11644819,0,0,0.823601241,0
204425710067_R05C01,Z334_SI-20-5636_A3,mesenchymal,0.110277721,0.307666897,0.40524397,0.073184968,0.103626444,0.002744139,0,0.014834461,0.101181381,0.232296138,0.125462296,0.039726479,0.483755107
204425710132_R01C01,Z225_SS-20-5192_A1,RTK2,0.099581848,0.700450143,0.060846551,0.07521624,0.063905217,0,0,0.006500878,0,0,0,0,0.993499122
204425710132_R02C01,Z256_SI-20-5097_A1,RTK1,0.056414359,0.646310661,0.057708612,0.098317678,0.14124869,0,0.011911196,0.002188863,0,0,0,0,0.985899941
204551190106_R04C01,Z222_SS-20-5300_A-1,mesenchymal,0.002879225,0.365911937,0.28865777,0.076124456,0.266426612,0,0,0.02805859,0.044485281,0.164597594,0.010157606,0,0.75270093
204668830072_R07C01,Z638_SS-20-6425_A3,mesenchymal,0.051115122,0.25413456,0.403713663,0.061755171,0.229281483,0,0.009659494,0.030734763,0.218474336,0.322509115,0.082185804,0.047320773,0.289115715
204668830104_R03C01,Z626_ST-20-6280_A1_40,mesenchymal,0.123788005,0.243873136,0.550867301,0.06287431,0.018597248,0.023694484,0,0.108290929,0.58519262,0.138459413,0.052280544,0.092082011,0
204860510047_R06C01,Z430_ST-20-5839_A1,mesenchymal,0.056118621,0.235506505,0.571715371,0.040804352,0.095855151,0,0,0,0.356021514,0.40606196,0.153851432,0.084065094,0
204860510051_R03C01,Z435_ST-20-5834_A1_2,mesenchymal,0.252603324,0.622374801,0.023447381,0.062347281,0.039227213,0.001998929,0,0.000103152,0,0,0,0.068941835,0.928956084
204860510077_R07C01,Z476_SS-20-5951_A1,RTK2,0.310068349,0.671846097,0,0.018085554,0,0,0,0,0,0,0,0.045946348,0.954053652
204860670013_R02C01,Z312_ST-20-5478_A1,RTK2,0,0.591488378,0.246087334,0.059320777,0.103103511,0,0,0.013758211,0.068465619,0.289661154,0.024053647,0,0.604061368
204860670013_R07C01,Z434_ST-20-5830_A1,RTK2,0.120467265,0.335265022,0.483740908,0.060526805,0,0,0,0,0.776902312,0.149987362,0.061954373,0.011155954,0
204860670055_R06C01,Z328_ST-20-5477_A1,RTK2,0.062051398,0.455304204,0.395309656,0.049367614,0.037967128,0,0,0,0.006498255,0.206943903,0.186249306,0,0.600308536
204860670074_R08C01,Z529_ST-20-5836_A1,RTK2,0.366581673,0.142949244,0.056387153,0.116405495,0.317676436,0.010748569,0.175552297,0,0,0.154522382,0,0.575300161,0.083876591
204920840026_R05C01,Z713_ST-20-6592_A1,RTK2,0.087255399,0.429636486,0.330096585,0.071326546,0.081684984,0,0,0.00765085,0.140157592,0.180944441,0.108251749,0.006303255,0.556692113
204920840026_R08C01,Z752_ST-20-6593_A-1,mesenchymal,0.43960331,0.305920554,0.018702799,0.094716789,0.141056548,0,0.075036202,0,0.003883655,0,0.000717227,0.502343444,0.418019473
204920840035_R08C01,AA03_ST-21-3098_A1,RTK2,0,0.25375575,0.478613168,0.063612382,0.204018701,0,0.004679545,0.076383835,0.571852012,0.29029452,0,0,0.056790088
204920840042_R03C01,Z903_ST-21-2781_A1,RTK2,0.033623431,0.501405895,0.301374816,0.064850331,0.098745527,0.023049221,0,0,0.067666139,0.20239658,0.097962514,0,0.608925545
204920840045_R01C01,Z831_ST-20-6894_A1,mesenchymal,0.143964693,0.522957052,0.183687747,0.069114345,0.080276163,0,0,0,0.167296043,0.208675246,0,0,0.624028711
204920840047_R06C01,AA28_ST-21-2997_A1_2,mesenchymal,0.450310674,0.167980562,0.069867787,0.039793259,0.272047718,0.027768087,0.048223301,0.006828507,0.016069527,0.028410887,0,0.706459215,0.166240478
204920840088_R01C01,Z441_ST-20-5512_A1,mesenchymal,0,0.288060954,0.517342643,0.110734268,0.083862135,0.048320635,0.019614439,0,0.7865295,0.069728833,0.075806593,0,0
204920840117_R01C01,Z848_SS-20-7003_A1,RTK2,0.135383628,0.398139732,0.146014741,0.10054921,0.21991269,0.005889105,0.024332897,0.004662631,0.047479877,0.011076731,0.040053239,0.137319408,0.729186113
204920840137_R02C01,Z930_SI-21-2751_A10,mesenchymal,0.522967975,0.044584253,0.041344354,0.047806362,0.343297057,0,0.22006968,0.004724,0.021594366,0.069359151,0,0.684252803,0
204949780084_R04C01,AB06_ST-21-3188_A1,RTK2,0.14316432,0.57325794,0.085901141,0.087482984,0.110193615,0,0,0.013254558,0,0.073883204,0.006245756,0.039755889,0.866860593
204957750150_R02C01,AC32_ST-21-3381_A2_2,RTK2,0,0.20259068,0.515750856,0.068186853,0.213471611,0,0,0,0.077483261,0.518091866,0.171387619,0,0.233037254
205003700054_R04C01,AA42_ST-20-6587,RTK2,0.003299257,0.68548214,0.041991902,0.088624526,0.180602175,0,0,0,0,0.08270647,0,0,0.91729353
205003700069_R03C01,AB34_ST-21-3282_A1,RTK2,0.012902082,0.331937667,0.406608341,0.048537954,0.200013956,0.008826093,0,0,0,0.434816298,0.138808025,0,0.417549583
205090550128_R02C01,AE30_SS-21-3966_A1,mesenchymal,0.649183917,0.037044185,0.06792811,0.04261704,0.203226747,0,0,0,0,0,0.021602017,0.939822436,0.038575547
205103220107_R08C01,AI60_ST-21-5004_A1,mesenchymal,0.077815472,0.261149162,0.466105389,0.069916584,0.125013393,0,0,0.041124877,0.554130489,0.161491426,0.076491656,0.166761552,0
205103220127_R05C01,AI06_ST-21-4956_A1,RTK1,0,0.282940966,0.324402113,0.068956593,0.323700328,0,0.016592678,0,0.013981978,0.514366533,0.074428573,0,0.380630238
205103220145_R01C01,AK33_ST-21-5371_A19_,mesenchymal,0.055478618,0.38495711,0.373349664,0.076876506,0.109338103,0,0,0,0.799677408,0.193171225,0,0,0.007151366
205107400112_R01C01,AI61_ST-21-5000_A1,mesenchymal,0.028675136,0.160382013,0.511760539,0.051888689,0.247293622,0,0,0.01125584,0.039872586,0.558376318,0.184480248,0,0.206015008
205107400112_R05C01,AI65_ST-21-5102_A1,mesenchymal,0,0.524098982,0.151718752,0.110529303,0.213652963,0.028975074,0.012184547,0.005389278,0.048370362,0.367056391,0,0,0.538024348
205117390110_R01C01,AF87_SS-21-4421_B5,mesenchymal,0.137628968,0.321551127,0.358841697,0.062295712,0.119682496,0,0,0.014809565,0.0586684,0.178361185,0.114593145,0.305286805,0.328280899
205121980082_R03C01,AE99_ST-21-4266_A1,mesenchymal,0.053037413,0.261457376,0.519371361,0.054296525,0.111837324,0,0,0.038184414,0.331270507,0.415160303,0.08501928,0,0.130365496
205121980084_R04C01,AF14_SS-21-4274_A1,mesenchymal,0.09589416,0.534222273,0.139474441,0.082153325,0.148255801,0.008278571,0.008097787,0.019117241,0,0.011930653,0.0088066,0.016741392,0.927027755
205134980151_R03C01,AJ54_ST-21-5477_A1,mesenchymal,0.122193082,0.246617835,0.488778885,0.050203385,0.092206813,0,0,0,0.065094614,0.333494228,0.246295266,0.124211321,0.23090457
205134980151_R05C01,AJ56_ST-21-5484_A1_2,RTK2,0.75262347,0.026059976,0.000155551,0.032381632,0.188779371,0,0.044899074,0,0.073347265,0,0.002151701,0.87960196,0
205138640021_R07C01,AK79_ST-21-5652_A1,RTK2,0.038616811,0.292605826,0.402604832,0.060013001,0.20615953,0,0.029971323,0.008549546,0.12366129,0.34654744,0.119496688,0.056613094,0.315160618
205138640078_R01C01,AL05_SS-21-5726_A1,RTK2,0,0.290138106,0.518155527,0.062854187,0.12885218,0,0,0,0.077050388,0.474150237,0.224727191,0,0.224072184
205138650112_R03C01,AG88_ST-21-4754_A1,mesenchymal,0.072796247,0.437204793,0.186681746,0.114107303,0.18920991,4.50E-05,0.020347107,0,0.857971909,0,0,0,0.121635954
205138650112_R08C01,AG93_ST-21-4763_A1,mesenchymal,0.072844507,0.401538835,0.051901153,0.076078003,0.397637502,0.018457549,0.073697248,0.016343747,0,0,0,0.119996276,0.77150518
205379750029_R05C01,AT52_ST-21-7476_A-1-SL1_-_2021-07-28_13.59.36,mesenchymal,0,0.246678901,0.504137853,0.081569098,0.167614148,0.008618503,0,0.016118237,0.125970364,0.405735618,0.189869516,0.034899459,0.218788302
205379750029_R07C01,AT54_ST-21-7514_A1_-_2021-07-28_14.44.47,RTK2,0.548808183,0.232398023,0.079077964,0.058265283,0.081450546,0,0,0,0,0,0,0.831911465,0.168088535
205379750061_R02C01,AQ12_ST-21-6963_A1,RTK1,0,0.168667144,0.380050552,0.108718612,0.342563692,0.050759517,0.09540276,0.061872777,0.351118875,0.196915604,0.051582107,0,0.192348361
205379750062_R03C01,AO42_ST-21-6553_A1_-_2021-06-23_14.08.47,RTK2,0.270037895,0.048590584,0.48781053,0.041013657,0.152547334,0,0,0,0.051010549,0.247813739,0.290292176,0.410883536,0
205379750062_R06C01,AO45_ST-21-6563_A1,mesenchymal,0.162662462,0.392019171,0.348157723,0.097160644,0,0,0,0.026876799,0.955396987,0,0,0.017726213,0
205379750097_R02C01,AR56_SB-21-7027_A-3_-_2021-07-15_10.53.54,RTK2,0.228112401,0.530432519,0.081339966,0.068098783,0.092016331,0,0,0,0.025949369,0.132649311,0,0.093941068,0.747460252
205379750097_R06C01,AR85_SS-21-7252_A-1,mesenchymal,0.083089831,0.489585417,0.185361269,0.080656898,0.161306585,0.0081388,0.000965384,0.00805973,0,0.24366716,0.018400795,0,0.72076813
205379750106_R05C01,AQ60_ST-21-7136_A1,RTK1,0.398969811,0.070844527,0.233023903,0.049710895,0.247450863,0,0,0,0.070183423,0.170956858,0.061813494,0.585631575,0.11141465
205379750111_R07C01,AO69_ST-21-6599_A1_-_2021-06-23_15.18.25,RTK2,0.416164947,0.06527103,0.275018988,0.050687041,0.192857994,0,0,0.005513933,0.152259911,0.118157513,0.085777776,0.627208081,0.011082786
205379750112_R07C01,AQ65_SS-21-6865_A1_-_2021-07-13_13.29.38,RTK2,0.119963601,0.659067392,0.070380373,0.069342458,0.081246176,0.010934363,0.017591436,0,0,0,0.008960221,0.010251625,0.952262355
205379750115_R04C01,AO05_ST-21-6303_B-1,RTK2,0.100352555,0.156556954,0.661710934,0.030761112,0.050618444,0,0,0,0.372785226,0.182784252,0.26294779,0.181482732,0
205379750121_R06C01,AP67_SB21-6496_B1_3,RTK1,0.498252823,0.026434469,0.077343745,0.062250256,0.335718707,0,0.137566928,0.024507252,0,0.106356097,0,0.731569723,0
205379750133_R05C01,AM87_ST-21-5928_A-1_2 ,RTK1,0.464962454,0.124266793,0.161682563,0.041270251,0.207817939,0,0.034771599,0.017496255,0.061816192,0.096250752,0.011827897,0.704218524,0.073618781
205379750135_R01C01,AP85-ST-21-6939_A1,RTK2,0,0.320174562,0.439240298,0.076642682,0.163942458,0.004120668,0,0.005268595,0.563445792,0.121107151,0.097207824,0,0.20884997
205379750135_R06C01,AP90_ST-21-6950_A1_2,RTK2,0.144170368,0.649183662,0.062708173,0.079380908,0.06455689,0.01145382,0,0.005428025,0,0.018749951,0,0.022183703,0.942184501
205437180197_R02C01,AS74_ST-21-7325_A-1-SL1 - 2021-07-20 09.11.21,mesenchymal,0.134666782,0.513623805,0.185086953,0.129162758,0.037459703,0,0.179220417,0,0.026773384,0.395019653,0.062936655,0.252985892,0.083063999
205617090029_R01C01,AW62_ST-21-8408_A1_-_2021-09-09_09.01.48,mesenchymal,0.021234885,0.213496309,0.683493778,0.063408176,0.018366852,0.013490763,0.00209074,0,0.576226215,0.116955368,0.291236913,0,0
205617090029_R05C01,AW67_ST-21-8384_A1_-_2021-09-09_09.47.44,mesenchymal,0.041106611,0.232546133,0.524092991,0.066984845,0.13526942,0.003478474,0,0.026383623,0.224221614,0.47434018,0.110240473,0.033842585,0.127493051
205617090043_R03C01,AX76_SS-21-8466_A-1_-_2021-09-09_11.55.38,mesenchymal,0.007096151,0.199931774,0.6102195,0.046513076,0.136239499,0,0,0.020750137,0.129268456,0.620978833,0.204878545,0,0.024124029
205624870156_R05C01,AY85_SS-21-8759_A1,RTK1,0,0.322057872,0.370528798,0.05712925,0.25028408,0,0,0,0,0.850903188,0,0,0.149096812
205624880166_R02C01,BA30_ST-21-9068_A1_2_-_2021-10-05_13.15.03,RTK2,0.092087884,0.193358688,0.349015024,0.06893222,0.296606183,0.038752431,0.112360642,0.100835802,0.144064915,0.343673329,0.027910369,0.174774058,0.057628453
205624890044_R03C01,BB22_ST-21-7775_B1_-_2021-10-08_12.22.21,mesenchymal,0,0.426080763,0.307939393,0.115689007,0.150290837,0.004117296,0.036982479,0,0.891661101,0,0,0,0.067239123
205624890044_R05C01,BB24_ST-21-9383_A1_-_2021-10-20_11.33.33,mesenchymal,0,0.358755944,0.527210014,0.080841547,0.033192495,0,0,0,0.728682759,0.10964136,0.161675881,0,0
205624890054_R07C01,AU07_ST-21-7775_A1_2_-_2021-08-11_10.47.21,RTK1,0,0.30118654,0.411933456,0.115682253,0.171197751,0.00750279,0.007424725,0.001644483,0.679456994,0.203938252,0,0,0.100032756
205624890054_R08C01,AU08_ST-21-7776_A1_-_2021-08-11_10.38.51,RTK1,0.007388916,0.187532046,0.599981386,0.059751194,0.145346457,0,0,0,0.136121719,0.476889264,0.27073286,0.008277837,0.10797832
205624900057_R08C01,AV36_ST-21-8066_A1_-_2021-08-18_11.51.07,mesenchymal,0.13211402,0.400714355,0.377138608,0.090033017,0,0,0,0.006740295,0.862142509,0,0.013036407,0.031238299,0.08684249
205624900063_R01C01,AW82_ST-21-8297_A1_-_2021-09-01_10.54.50,RTK1,0.6521662,0.107338108,0,0.060410203,0.180085489,0.012959845,0.087785167,0,0,0,0.025858245,0.545999472,0.32739727
205624900083_R08C01,AV47_ST-21-7968_A-2-SL1_-_2021-08-20_09.54.08,RTK2,0.111037578,0.367076928,0.302798614,0.083355047,0.135731833,0,0,0,0.151716832,0.352048212,0.049129196,0.081216656,0.365889103
205624900091_R01C01,AV56_SB-21-7987_A-1FS-SL3 - 2021-08-25 09.53.22,mesenchymal,0.128749165,0.295152887,0.255873418,0.045343348,0.274881182,0,0.092544454,0.046139671,0.034364267,0.371147233,0.007601861,0.177439229,0.270763286
205722630010_R01C01,BG28_ST-21-10406_A1_-_2021-11-29_16.32.55,RTK2,0.200516686,0.631582188,0.042486021,0.066740995,0.058674109,0.000724645,0.005390926,0.010084083,0.015900911,0,0,0.031209589,0.936689847
205722630148_R01C01,BD68_ST-21-9889_A1_-_2021-11-02_10.03.02,mesenchymal,0.1040748,0.219635879,0.504972892,0.058760141,0.112556287,0.00234785,0,0.02685109,0.278764607,0.290032353,0.180376212,0.051457727,0.170170162
205722630168_R06C01,BE34_ST-21-9833-A-1-SL10_-_2021-11-05_10.58.16,mesenchymal,0,0.299831236,0.362415417,0.039244966,0.298508382,0,0.019203161,0,0,0.980796839,0,0,0
205724770128_R07C01,BK49_ST-21-11339_A1,RTK2,0.353757843,0.171375648,0,0.205914568,0.268951941,0.021974327,0.259578293,0,0,0.108857139,0,0.563976426,0.045613815
205724770128_R08C01,BK67_SS-21-11147_A1,RTK2,0.128770285,0.247739992,0.38720242,0.037444006,0.198843297,0,0.007840153,0,0.042494992,0.381326819,0.118777317,0.13218235,0.317378368
205751520029_R01C01,BJ81_ST-21-11204_A1 - 2021-12-29 14.59.28,RTK2,0,0.202174106,0.515883487,0.070318116,0.211624291,0.002806053,0,0.01235648,0.216355377,0.478854793,0.10474315,0.082482574,0.102401572
205751550160_R03C01,BC28_ST-21-9530_A1_2_-_2021-10-29_15.41.10,mesenchymal,0,0.305558599,0.471132852,0.081298392,0.142010158,0,0,0,0.506350483,0.179895695,0.125404099,0,0.188349723
205751550160_R05C01,BC52_SB-21-9482_A-1_-_2021-10-22_13.36.15,RTK2,0.237341406,0.457485715,0.094543179,0.103115295,0.107514405,0,0.007703271,0.012228506,0.020861889,0,0,0.042170901,0.917035434
205756360030_R08C01,BC47_SS-21-9410_A-1-SL1_-_2021-10-21_17.46.45,RTK1,0,0.251117403,0.657334559,0.042330037,0.049218002,0,0,0,0.189128158,0.306246463,0.249915537,0,0.254709842
205756360073_R06C01,BC80_ST-21-9534_A7 - 2021-10-29 14.07.33,mesenchymal,0,0.580250408,0.241710828,0.054602394,0.12343637,0,0,0,0,0.163941329,0.069386905,0,0.766671767
205756360169_R01C01,BD29_ST-21-9624_A1_2_-_2021-10-29_16.08.18,mesenchymal,0.537552686,0.045099101,0.123777278,0.053106632,0.240464302,0.007123619,0.114574815,0.024873876,0.054294587,0.083212732,0,0.686127717,0.029792656
205841320024_R06C01,BM56_ST-22-148_A12,mesenchymal,0.006707254,0.413036708,0.233570928,0.080113407,0.266571703,0,0.118743602,0,0.037669142,0.395254897,0.023844046,0.036308453,0.38817986
205841320086_R02C01,BQ88_ST-22-926_A12,mesenchymal,0.039592578,0.497236677,0.33265425,0.066619223,0.063897272,0,0,0.004546941,0.035820073,0.208929703,0.111545489,0.003281977,0.635875817
205841320087_R07C01,BR41_SS-22-1146_A1,mesenchymal,0,0.576640912,0.078057472,0.075031688,0.270269928,0,0.00713109,0,0,0.179840414,0,0,0.813028496
205841330076_R03C01,BO51_ST-22-709_A12,RTK2,0,0.365902831,0.338329097,0.079976135,0.215791937,0.011839766,0,0.00868649,0.162182566,0.233516666,0.039829721,0.043026566,0.500918224
205841330076_R07C01,BO68_ST-22-610_A1 - 2022-02-15 13.49.54,RTK2,0.304582456,0.381035346,0.150747267,0.062850952,0.100783979,0,0,0.010543048,0.028127947,0.168348622,0,0.119002416,0.673977968
205841330108_R01C01,BO71_ST-22-618_A12,RTK2,0.01636214,0.259499588,0.434440202,0.101415818,0.188282252,0.007318296,0,0,0.068413694,0.29487972,0.200437088,0.0035905,0.425360702
205841330108_R05C01,BO78_ST-22-698_A2 - 2022-02-18 11.01.02,RTK2,0,0.373095079,0.302572302,0.059413262,0.264919356,0,0,0,0,0.855027891,0,0,0.144972109
205841340007_R06C01,BQ02_ST-22-798_A12,RTK2,0.274868453,0.505820455,0.177848866,0.041462226,0,0.005405953,0,0.002301219,0.010181541,0.136967672,0.03370033,0.159061097,0.65238219
205841340099_R02C01,BS12_ST-22-1398_A1 - 2022-03-14 12.22.13,RTK2,0,0.570317151,0.200084877,0.069488035,0.160109938,0,0,0.005597833,0,0.406340418,0,0,0.588061748
205848670036_R06C01,BN34_ST-22-413_A1 - 2022-02-02 12.29.58,mesenchymal,0.283056454,0.219360375,0.12160892,0.144635481,0.231338771,0,0.055486362,0,0.108401837,0.217987541,0,0.61812426,0
205848670119_R03C01,BP41_ST-22-889_A12,RTK2,0.227430866,0.232526753,0.06646327,0.18019912,0.293379992,0.013632495,0.161712144,0,0.021572627,0.08682233,0,0.525882237,0.190378169
206082540126_R07C01,BZ61_ST-22-2611_A2,RTK2,0.482647907,0.000910414,0.14229265,0.073511682,0.300637347,0.005831995,0.120170666,0.010692456,0.01270401,0.168013762,0.025171338,0.626107763,0.031308009
206082540126_R08C01,BZ62_ST-22-2614_A1,mesenchymal,0.533456109,0.13392503,0.010543036,0.046757338,0.275318488,0,0.029188054,0,0,0,0.012379525,0.871878715,0.086553707
206082540131_R08C01,BY63_ST-22-1951_A1,mesenchymal,0.012089332,0.287536894,0.429034123,0.069231663,0.202107989,0,0,0.046573247,0.280274497,0.530450597,0,0,0.142701659
206082540137_R03C01,BU64_ST-22-1807_A1 - 2022-04-04 16.15.08,mesenchymal,0,0.427902229,0.267773963,0.066860807,0.237463002,0,0,0,0,0.648582748,0,0,0.351417252
206084850013_R06C01,BV78_ST-22-2000_A1 - 2022-04-07 09.32.11,RTK2,0.225841811,0.357488373,0.292219618,0.051732199,0.072717998,0,0,0.026039731,0.125419703,0.283184132,0.059868265,0.028307952,0.477180217
206084850023_R02C01,BU93_ST-22-1850_A1,mesenchymal,0.204166505,0.310324514,0.350675413,0.050873515,0.083960053,0,0,0.021893245,0.065499154,0.118175129,0.149203554,0.16221458,0.483014337
206095950069_R02C01,CA75_ST-22-2829_A1,RTK2,0.062434569,0.714529087,0.085434196,0.080332713,0.057269435,0.005559401,0,0.015263423,0.00254356,0,0.00563287,0.011039145,0.9599616
206095950081_R01C01,BX76_ST-22-2213_A1_-_2022-04-21_09.56.32,RTK2,0.505695988,0.163176047,0.064019054,0.024234289,0.242874621,0,0.082406277,0,0.000687353,0.037495297,0,0.697147725,0.182263348
206095950081_R02C01,BX77_ST-22-2287_A1 - 2022-04-28 12.11.30,RTK2,0.077351805,0.552527149,0.15795536,0.077729708,0.134435978,0.004742973,0,0.009262034,0.051860924,0.038921243,0.024436794,0.045113214,0.825662818
206095950081_R04C01,BX79_ST-22-2290_A1,RTK2,0.010054758,0.372959835,0.420131789,0.043458389,0.153395229,0,0,0,0,0.9007766,0.019690654,0,0.079532746
206095950109_R02C01,BT91_ST-22-1861_A1,mesenchymal,0.719978631,0.109573067,0,0.029578519,0.140869783,0.000282555,0.020891649,0.017120958,0,0,0,0.8562976,0.105407239
206095950134_R02C01,BW44_ST-22-2042_A1,mesenchymal,0.057894469,0.2889847,0.412836799,0.080336067,0.159947966,0.014971161,0,0.007989522,0.103478048,0.311408144,0.098387419,0,0.463765705
206095950134_R03C01,BW48_ST-22-2078_A1,RTK1,0,0.43390518,0.332337622,0.063409702,0.170347496,0,0,0.003699762,0.014351994,0.345867881,0.088283484,0,0.547796879
206095950180_R03C01,BX27_ST-22-2160_A1,mesenchymal,0.099943787,0.562662699,0.082810945,0.111345656,0.143236914,0.001312865,0.06951181,0.008857558,0.024389311,0,0.003408432,0.117449109,0.775070914
206095950180_R08C01,BX32_ST-22-2188_A1,mesenchymal,0.094919892,0.240661702,0.37400229,0.048831497,0.241584619,0,0.001549038,0,0.603664137,0.189509688,0.038663213,0,0.166613924
206100370164_R02C01,CA32_SS-22-2951_A1,mesenchymal,0.022278811,0.591919578,0.235806486,0.038313593,0.111681531,0,0,0,0.065577375,0.423836036,0,0,0.510586588
206100370164_R07C01,CA60_ST-22-2699_A1,mesenchymal,0.122971885,0.220520622,0.590641389,0.056965875,0.008900229,0.002385717,0,0,0.50275777,0.167857181,0.250218418,0.076780914,0
206100370164_R08C01,CB02_ST-22-3239_A1,mesenchymal,0.081793262,0.242922039,0.421206612,0.055914201,0.198163886,0,0,0,0,0.349899638,0.164981254,0.044813653,0.440305455
206100370193_R01C01,BX42_ST-22-2171_A1 - 2022-04-20 13.13.52,mesenchymal,0.573801667,0.245071604,0,0.130340148,0.050786581,0,0.099719408,0.064178042,0.060715164,0,0,0.775387386,0
206102330056_R05C01,BT51_ST-22-1737_A1,mesenchymal,0.165804395,0.213146741,0.340877199,0.064135498,0.216036168,0,0.043531442,0.001181194,0.10181173,0.339021238,0.08696133,0.12023751,0.307255556
