train,val,test
FK21_ST-23-9459_A1 - 2023-12-07 13.35.01.pt,,
FJ25_SS-23-9171_A1 - 2023-12-08 07.34.04.pt,,
FJ85_SS-23-9000_A1 - 2023-12-08 07.37.53.pt,,
FL36_ST-23-9660-A1_HE.pt,,
FM21_ST-23-9749-A-1.pt,,
FN10_ST-23-9937-SLIDE-A1.pt,,
FM44_ST-23-9798_A1 - 2023-12-22 10.28.21.pt,,
FL18_ST-23-9665-SLIDE-A1.pt,,
FM96_ST-23-9851-SLIDE-A1.pt,,
FU57_SI-24-487-A-2.pt,,
FX09_ST-24-1283_A-1 - 2024-02-28 12.43.09.pt,,
FT92_ST-24-830-A1.pt,,
FU08_ST-24-787-A1.pt,,
FT19_ST-24-651_A11 - 2024-02-16 12.26.28.pt,,
FU12_ST-24-791-A1.pt,,
FY39_ST-24-1559_A1 - 2024-03-06 11.10.39.pt,,
FS71_ST-24-572-A1.pt,,
AALS_PM_002,,
AASH_PM_003,,
ABFK_PM_002,,
ABMP_PM_001,,
ABMW_PM_002,,
ACET_PM_003,,
ACJC_PM_003,,
ACJZ_PM_002,,
ACSR_PM_003,,
ACSV_PM_001,,
ACTU_PM_001,,
ACTU_PM_002,,
ACTU_PM_003,,
ACZC_PM_001,,
ADBI_PM_003,,
ADCY_PM_001,,
ADCY_PM_003,,
ADCY_PM_002,,
